CHILDREN	NOUN	child
that	SCONJ	that
it	PRON	it
killed	VERB	kill
any	DET	any
other	ADJ	other
living	VERB	live
being	NOUN	being
who	PRON	who
attempted	VERB	attempt
to	PART	to
wear	VERB	wear
it	PRON	it
.	PUNCT	.
Whatever	DET	whatever
his	PRON	his
race	NOUN	race
or	CCONJ	or
shape	NOUN	shape
,	PUNCT	,
any	DET	any
wearer	NOUN	wearer
of	ADP	of
the	DET	the
Lens	PROPN	Lens
was	AUX	be
accepted	VERB	accept
as	ADP	as
the	DET	the
embodiment	NOUN	embodiment
of	ADP	of
Civilization	NOUN	civilization
.	PUNCT	.
Kimball	PROPN	Kimball
Kinnison	PROPN	Kinnison
was	AUX	be
the	DET	the
first	ADJ	first
entity	NOUN	entity
of	ADP	of
Civilization	NOUN	civilization
to	PART	to
suspect	VERB	suspect
that	SCONJ	that
the	DET	the
Boskonian	ADJ	boskonian
organization	NOUN	organization
existed	VERB	exist
.	PUNCT	.
He	PRON	he
was	AUX	be
the	DET	the
first	ADJ	first
Lensman	PROPN	Lensman
to	PART	to
realize	VERB	realize
that	SCONJ	that
the	DET	the
Lens	PROPN	Lens
was	AUX	be
more	ADJ	more
than	ADP	than
identification	NOUN	identification
and	CCONJ	and
a	DET	a
telepath	NOUN	telepath
.	PUNCT	.
He	PRON	he
was	AUX	be
thus	ADV	thus
the	DET	the
first	ADJ	first
Lensman	PROPN	Lensman
to	PART	to
return	VERB	return
to	ADP	to
Arisia	PROPN	Arisia
to	PART	to
take	VERB	take
the	DET	the
second	ADJ	second
stage	NOUN	stage
of	ADP	of
Lensmanship	PROPN	Lensmanship
--	PUNCT	--
their	PRON	their
treatment	NOUN	treatment
which	DET	which
only	ADV	only
an	DET	an
exceptional	ADJ	exceptional
brain	NOUN	brain
can	AUX	can
withstand	VERB	withstand
,	PUNCT	,
but	CCONJ	but
which	DET	which
gives	VERB	give
the	DET	the
Second	ADJ	second
-	PUNCT	-
Stage	NOUN	stage
Lensman	PROPN	Lensman
any	DET	any
mental	ADJ	mental
power	NOUN	power
which	DET	which
he	PRON	he
needs	VERB	need
and	CCONJ	and
which	DET	which
he	PRON	he
can	AUX	can
both	CCONJ	both
visualize	VERB	visualize
and	CCONJ	and
control	VERB	control
.	PUNCT	.
Aided	VERB	aid
by	ADP	by
Lensman	PROPN	Lensman
Worsel	PROPN	Worsel
of	ADP	of
Velantia	PROPN	Velantia
and	CCONJ	and
Tregonsee	PROPN	Tregonsee
of	ADP	of
Rigel	PROPN	Rigel
IV	PROPN	IV
--	PUNCT	--
the	DET	the
former	NOUN	former
a	DET	a
winged	ADJ	winged
reptile	NOUN	reptile
,	PUNCT	,
the	DET	the
latter	DET	latter
a	DET	a
four	NUM	four
-	PUNCT	-
legged	ADJ	legged
,	PUNCT	,
barrel	NOUN	barrel
-	PUNCT	-
shaped	ADJ	shaped
creature	NOUN	creature
with	ADP	with
the	DET	the
sense	NOUN	sense
of	ADP	of
perception	NOUN	perception
instead	ADV	instead
of	ADP	of
sight	NOUN	sight
--	PUNCT	--
Kimball	PROPN	Kimball
Kinnison	PROPN	Kinnison
traced	VERB	trace
and	CCONJ	and
surveyed	VERB	survey
Boskone	PROPN	Boskone
's	PART	's
military	ADJ	military
organization	NOUN	organization
in	ADP	in
the	DET	the
First	PROPN	First
Galaxy	PROPN	Galaxy
.	PUNCT	.
He	PRON	he
helped	VERB	help
plan	VERB	plan
the	DET	the
attack	NOUN	attack
upon	SCONJ	upon
Grand	PROPN	Grand
Base	PROPN	Base
,	PUNCT	,
the	DET	the
headquarters	NOUN	headquarters
of	ADP	of
Helmuth	PROPN	Helmuth
,	PUNCT	,
who	PRON	who
""""	PUNCT	""""
spoke	VERB	speak
for	ADP	for
Boskone	PROPN	Boskone
.	PUNCT	.
""""	PUNCT	""""
By	ADP	by
flooding	VERB	flood
the	DET	the
control	ADJ	control
dome	NOUN	dome
of	ADP	of
Grand	PROPN	Grand
Base	PROPN	Base
with	ADP	with
thionite	NOUN	thionite
,	PUNCT	,
that	DET	that
deadly	ADJ	deadly
drug	NOUN	drug
native	ADJ	native
to	ADP	to
the	DET	the
peculiar	ADJ	peculiar
planet	NOUN	planet
Trenco	PROPN	Trenco
,	PUNCT	,
he	PRON	he
made	VERB	make
it	PRON	it
possible	ADJ	possible
for	ADP	for
Civilization	PROPN	Civilization
's	PART	's
Grand	PROPN	Grand
Fleet	PROPN	Fleet
,	PUNCT	,
under	ADP	under
the	DET	the
command	NOUN	command
of	ADP	of
Port	PROPN	Port
Admiral	PROPN	Admiral
Haynes	PROPN	Haynes
--	PUNCT	--
now	ADV	now
retired	VERB	retire
--	PUNCT	--
to	PART	to
reduce	VERB	reduce
that	DET	that
Base	PROPN	Base
.	PUNCT	.
He	PRON	he
personally	ADV	personally
killed	VERB	kill
Helmuth	PROPN	Helmuth
in	ADP	in
hand	NOUN	hand
-	PUNCT	-
to	ADP	to
-	PUNCT	-
hand	NOUN	hand
combat	NOUN	combat
.	PUNCT	.
He	PRON	he
was	AUX	be
instrumental	ADJ	instrumental
in	ADP	in
the	DET	the
almost	ADV	almost
-	PUNCT	-
complete	ADJ	complete
destruction	NOUN	destruction
of	ADP	of
the	DET	the
Overlords	PROPN	Overlords
;	PUNCT	;
those	DET	those
sadistic	ADJ	sadistic
,	PUNCT	,
life	NOUN	life
-	PUNCT	-
eating	VERB	eat
reptiles	NOUN	reptile
native	ADJ	native
to	ADP	to
the	DET	the
planet	NOUN	planet
Delgon	PROPN	Delgon
of	ADP	of
the	DET	the
Velantian	ADJ	velantian
solar	ADJ	solar
system	NOUN	system
,	PUNCT	,
who	PRON	who
were	AUX	be
the	DET	the
first	ADJ	first
to	PART	to
employ	VERB	employ
against	ADP	against
humanity	NOUN	humanity
the	DET	the
hyperspatial	ADJ	hyperspatial
tube	NOUN	tube
.	PUNCT	.
He	PRON	he
was	AUX	be
wounded	VERB	wound
more	ADV	more
than	ADP	than
once	ADV	once
;	PUNCT	;
in	ADP	in
one	NUM	one
of	ADP	of
his	PRON	his
hospitalizations	NOUN	hospitalization
becoming	VERB	become
acquainted	VERB	acquaint
with	ADP	with
Surgeon	PROPN	Surgeon
General	PROPN	General
Lacy	PROPN	Lacy
--	PUNCT	--
now	ADV	now
retired	VERB	retire
--	PUNCT	--
and	CCONJ	and
with	ADP	with
Sector	PROPN	Sector
Chief	PROPN	Chief
Nurse	PROPN	Nurse
Clarrissa	PROPN	Clarrissa
MacDougall	PROPN	MacDougall
,	PUNCT	,
who	PRON	who
was	AUX	be
later	ADV	later
to	PART	to
become	VERB	become
the	DET	the
widely	ADV	widely
-	PUNCT	-
known	VERB	know
""""	PUNCT	""""
Red	PROPN	Red
Lensman	PROPN	Lensman
""""	PUNCT	""""
and	CCONJ	and
,	PUNCT	,
still	ADV	still
later	ADV	later
,	PUNCT	,
my	PRON	my
mother	NOUN	mother
.	PUNCT	.
In	ADP	in
spite	NOUN	spite
of	ADP	of
the	DET	the
military	ADJ	military
defeat	NOUN	defeat
,	PUNCT	,
however	ADV	however
,	PUNCT	,
Boskonia	PROPN	Boskonia
's	PART	's
real	ADJ	real
organization	NOUN	organization
remained	VERB	remain
intact	ADJ	intact
,	PUNCT	,
and	CCONJ	and
Kinnison	PROPN	Kinnison
's	PART	's
further	ADJ	further
search	NOUN	search
led	VERB	lead
into	ADP	into
Lundmark	PROPN	Lundmark
's	PART	's
Nebula	PROPN	Nebula
,	PUNCT	,
thenceforth	ADV	thenceforth
called	VERB	call
the	DET	the
Second	PROPN	Second
Galaxy	PROPN	Galaxy
.	PUNCT	.
The	DET	the
planet	NOUN	planet
Medon	PROPN	Medon
,	PUNCT	,
being	AUX	be
attacked	VERB	attack
by	ADP	by
the	DET	the
Boskonians	PROPN	Boskonians
,	PUNCT	,
was	AUX	be
rescued	VERB	rescue
from	ADP	from
the	DET	the
enemy	NOUN	enemy
and	CCONJ	and
was	AUX	be
moved	VERB	move
across	ADP	across
intergalactic	ADJ	intergalactic
space	NOUN	space
to	ADP	to
the	DET	the
First	PROPN	First
Galaxy	PROPN	Galaxy
.	PUNCT	.
Medon	PROPN	Medon
made	VERB	make
two	NUM	two
notable	ADJ	notable
contributions	NOUN	contribution
to	ADP	to
Civilization	PROPN	Civilization
:	PUNCT	:
first	ADV	first
,	PUNCT	,
electrical	ADJ	electrical
insulation	NOUN	insulation
,	PUNCT	,
conductors	NOUN	conductor
,	PUNCT	,
and	CCONJ	and
switches	NOUN	switch
by	ADP	by
whose	DET	whose
means	NOUN	mean
voltages	NOUN	voltage
and	CCONJ	and
amperages	NOUN	amperage
theretofore	ADV	theretofore
undreamed	ADJ	undreamed
-	PUNCT	-
of	ADP	of
could	AUX	could
be	AUX	be
handled	VERB	handle
;	PUNCT	;
and	CCONJ	and
,	PUNCT	,
later	ADV	later
,	PUNCT	,
Phillips	PROPN	Phillips
,	PUNCT	,
a	DET	a
Posenian	ADJ	posenian
surgeon	NOUN	surgeon
,	PUNCT	,
was	AUX	be
able	ADJ	able
there	ADV	there
to	PART	to
complete	VERB	complete
the	DET	the
researches	NOUN	research
which	DET	which
made	VERB	make
it	PRON	it
possible	ADJ	possible
for	ADP	for
human	ADJ	human
bodies	NOUN	body
to	PART	to
grow	VERB	grow
anew	ADV	anew
any	DET	any
members	NOUN	member
or	CCONJ	or
organs	NOUN	organ
which	DET	which
had	AUX	have
been	AUX	be
lost	VERB	lose
.	PUNCT	.
Kinnison	PROPN	Kinnison
,	PUNCT	,
deciding	VERB	decide
that	SCONJ	that
the	DET	the
drug	NOUN	drug
syndicate	NOUN	syndicate
was	AUX	be
the	DET	the
quickest	ADJ	quick
and	CCONJ	and
surest	ADJ	sure
line	NOUN	line
to	ADP	to
Boskone	PROPN	Boskone
,	PUNCT	,
became	VERB	become
Wild	PROPN	Wild
Bill	PROPN	Bill
Williams	PROPN	Williams
the	DET	the
meteor	NOUN	meteor
miner	NOUN	miner
,	PUNCT	,
a	DET	a
hard	ADV	hard
-	PUNCT	-
drinking	VERB	drink
,	PUNCT	,
bentlam	NOUN	bentlam
-	PUNCT	-
eating	VERB	eat
,	PUNCT	,
fast	ADV	fast
-	PUNCT	-
shooting	VERB	shoot
space	NOUN	space
-	PUNCT	-
hellion	NOUN	hellion
.	PUNCT	.
As	ADP	as
Williams	PROPN	Williams
he	PRON	he
traced	VERB	trace
the	DET	the
zwilnik	NOUN	zwilnik
line	NOUN	line
upward	ADV	upward
,	PUNCT	,
step	NOUN	step
by	ADP	by
step	NOUN	step
,	PUNCT	,
to	ADP	to
the	DET	the
planet	NOUN	planet
Jarnevon	PROPN	Jarnevon
in	PROPN	in
the	DET	the
Second	PROPN	Second
Galaxy	PROPN	Galaxy
.	PUNCT	.
Upon	SCONJ	upon
Jarnevon	PROPN	Jarnevon
lived	VERB	live
the	DET	the
Eich	PROPN	Eich
;	PUNCT	;
frigid	ADJ	frigid
-	PUNCT	-
blooded	NOUN	blooded
monsters	NOUN	monster
more	ADV	more
intelligent	ADJ	intelligent
,	PUNCT	,
more	ADV	more
merciless	ADJ	merciless
,	PUNCT	,
more	ADV	more
truly	ADV	truly
Boskonian	ADJ	boskonian
even	ADV	even
than	ADP	than
the	DET	the
Overlords	PROPN	Overlords
of	ADP	of
Delgon	PROPN	Delgon
.	PUNCT	.
He	PRON	he
and	CCONJ	and
Worsel	PROPN	Worsel
,	PUNCT	,
Second	ADJ	second
-	PUNCT	-
Stage	PROPN	Stage
Lensmen	PROPN	Lensmen
both	DET	both
,	PUNCT	,
set	VERB	set
out	ADP	out
to	PART	to
investigate	VERB	investigate
Jarnevon	PROPN	Jarnevon
.	PUNCT	.
He	PRON	he
was	AUX	be
captured	VERB	capture
,	PUNCT	,
tortured	VERB	torture
,	PUNCT	,
dismembered	VERB	dismember
;	PUNCT	;
but	CCONJ	but
Worsel	PROPN	Worsel
brought	VERB	bring
him	PRON	he
back	ADV	back
to	ADP	to
Tellus	PROPN	Tellus
with	ADP	with
his	PRON	his
mind	NOUN	mind
and	CCONJ	and
knowledge	NOUN	knowledge
intact	ADJ	intact
--	PUNCT	--
the	DET	the
enormously	ADV	enormously
important	ADJ	important
knowledge	NOUN	knowledge
that	SCONJ	that
Jarnevon	PROPN	Jarnevon
was	AUX	be
ruled	VERB	rule
by	ADP	by
a	DET	a
Council	PROPN	Council
of	ADP	of
Nine	PROPN	Nine
of	ADP	of
the	DET	the
Eich	PROPN	Eich
,	PUNCT	,
a	DET	a
council	NOUN	council
named	VERB	name
Boskone	PROPN	Boskone
.	PUNCT	.
Kinnison	PROPN	Kinnison
was	AUX	be
given	VERB	give
a	DET	a
Phillips	PROPN	Phillips
treatment	NOUN	treatment
,	PUNCT	,
and	CCONJ	and
again	ADV	again
Clarrissa	PROPN	Clarrissa
MacDougall	PROPN	MacDougall
nursed	VERB	nurse
him	PRON	he
back	ADV	back
to	ADP	to
health	NOUN	health
.	PUNCT	.
They	PRON	they
loved	VERB	love
each	DET	each
other	ADJ	other
,	PUNCT	,
but	CCONJ	but
they	PRON	they
could	AUX	could
not	PART	not
marry	VERB	marry
until	ADP	until
the	DET	the
Gray	PROPN	Gray
Lensman	PROPN	Lensman
's	PART	's
job	NOUN	job
was	AUX	be
done	VERB	do
;	PUNCT	;
until	ADP	until
Civilization	NOUN	civilization
had	AUX	have
triumphed	VERB	triumph
over	ADP	over
Boskonia	PROPN	Boskonia
.	PUNCT	.
The	DET	the
Galactic	PROPN	Galactic
Patrol	PROPN	Patrol
assembled	VERB	assemble
its	PRON	its
Grand	PROPN	Grand
Fleet	PROPN	Fleet
,	PUNCT	,
composed	VERB	compose
of	ADP	of
millions	NOUN	million
of	ADP	of
units	NOUN	unit
,	PUNCT	,
under	ADP	under
the	DET	the
flagship	NOUN	flagship
_	PUNCT	_
Z9M9Z	PROPN	Z9M9Z
_	PUNCT	_
.	PUNCT	.
It	PRON	it
attacked	VERB	attack
.	PUNCT	.
The	DET	the
planet	NOUN	planet
of	ADP	of
Jalte	PROPN	Jalte
,	PUNCT	,
Boskonia	PROPN	Boskonia
's	PART	's
Director	PROPN	Director
of	ADP	of
the	DET	the
First	PROPN	First
Galaxy	PROPN	Galaxy
,	PUNCT	,
was	AUX	be
consumed	VERB	consume
by	ADP	by
a	DET	a
bomb	NOUN	bomb
of	ADP	of
negative	ADJ	negative
matter	NOUN	matter
.	PUNCT	.
Jarnevon	PROPN	Jarnevon
was	AUX	be
crushed	VERB	crush
between	ADP	between
two	NUM	two
colliding	VERB	collide
planets	NOUN	planet
;	PUNCT	;
positioned	VERB	position
inertialess	NOUN	inertialess
,	PUNCT	,
then	ADV	then
inerted	VERB	inerte
especially	ADV	especially
for	ADP	for
that	DET	that
crushing	NOUN	crushing
.	PUNCT	.
Grand	PROPN	Grand
Fleet	PROPN	Fleet
returned	VERB	return
,	PUNCT	,
triumphant	ADJ	triumphant
.	PUNCT	.
But	CCONJ	but
Boskonia	PROPN	Boskonia
struck	VERB	strike
back	ADV	back
,	PUNCT	,
sending	VERB	send
an	DET	an
immense	ADJ	immense
fleet	NOUN	fleet
against	ADP	against
Tellus	PROPN	Tellus
through	ADP	through
a	DET	a
hyperspatial	ADJ	hyperspatial
tube	NOUN	tube
instead	ADV	instead
of	ADP	of
through	ADP	through
normal	ADJ	normal
space	NOUN	space
.	PUNCT	.
This	DET	this
method	NOUN	method
of	ADP	of
approach	NOUN	approach
was	AUX	be
not	PART	not
,	PUNCT	,
however	ADV	however
,	PUNCT	,
unexpected	ADJ	unexpected
.	PUNCT	.
Survey	NOUN	survey
ships	NOUN	ship
and	CCONJ	and
detectors	NOUN	detector
were	AUX	be
out	ADP	out
;	PUNCT	;
the	DET	the
scientists	NOUN	scientist
of	ADP	of
the	DET	the
Patrol	PROPN	Patrol
had	AUX	have
been	AUX	be
for	ADP	for
months	NOUN	month
hard	ADV	hard
at	ADP	at
work	NOUN	work
upon	SCONJ	upon
the	DET	the
""""	PUNCT	""""
"sunbeam""--a"	NOUN	"sunbeam""--a"
device	NOUN	device
to	PART	to
concentrate	VERB	concentrate
all	DET	all
the	DET	the
energy	NOUN	energy
of	ADP	of
the	DET	the
sun	NOUN	sun
into	ADP	into
one	NUM	one
frightful	ADJ	frightful
beam	NOUN	beam
.	PUNCT	.
With	ADP	with
this	DET	this
weapon	NOUN	weapon
reinforcing	VERB	reinforce
the	DET	the
already	ADV	already
vast	ADJ	vast
powers	NOUN	power
of	ADP	of
Grand	PROPN	Grand
Fleet	PROPN	Fleet
,	PUNCT	,
the	DET	the
invaders	NOUN	invader
were	AUX	be
wiped	VERB	wipe
out	ADP	out
.	PUNCT	.
Again	ADV	again
Kinnison	PROPN	Kinnison
had	AUX	have
to	PART	to
search	VERB	search
for	ADP	for
a	DET	a
high	ADJ	high
Boskonian	PROPN	Boskonian
;	PUNCT	;
some	DET	some
authority	NOUN	authority
higher	ADJ	high
than	ADP	than
the	DET	the
Council	PROPN	Council
of	ADP	of
Boskone	PROPN	Boskone
.	PUNCT	.
Taking	VERB	take
his	PRON	his
personal	ADJ	personal
superdreadnought	NOUN	superdreadnought
,	PUNCT	,
the	DET	the
_	PROPN	_
Dauntless	PROPN	Dauntless
_	PUNCT	_
,	PUNCT	,
which	DET	which
carried	VERB	carry
his	PRON	his
indetectable	ADJ	indetectable
,	PUNCT	,
nonferrous	ADJ	nonferrous
speedster	NOUN	speedster
