TANAR	PROPN	TANAR
Hunter	PROPN	Hunter
VI	NUM	vi
The	DET	the
Island	PROPN	Island
of	ADP	of
Love	PROPN	Love
VII	NUM	vii
“	PUNCT	""""
Korsars	PROPN	Korsars
!	PUNCT	!
”	PUNCT	""""
VIII	NUM	viii
Mow	PROPN	Mow
IX	NUM	ix
Love	NOUN	love
and	CCONJ	and
Treachery	PROPN	Treachery
X	PROPN	X
Pursuit	NOUN	pursuit
XI	PROPN	XI
Gura	PROPN	Gura
XII	PROPN	XII
“	PUNCT	""""
I	PRON	I
Hate	VERB	hate
You	PRON	you
!	PUNCT	!
”	PUNCT	""""
XIII	PROPN	XIII
Prisoners	NOUN	prisoner
XIV	PROPN	XIV
Two	PROPN	Two
Suns	NOUN	sun
XV	PROPN	XV
Madness	PROPN	Madness
XVI	PROPN	XVI
The	DET	the
Darkness	PROPN	Darkness
Beyond	PROPN	Beyond
XVII	PROPN	XVII
Down	ADP	down
to	ADP	to
the	DET	the
Sea	NOUN	sea
Conclusion	NOUN	Conclusion
PROLOGUE	NOUN	prologue
Jason	PROPN	Jason
Gridley	PROPN	Gridley
is	AUX	be
a	DET	a
radio	NOUN	radio
bug	NOUN	bug
.	PUNCT	.
Had	AUX	have
he	PRON	he
not	PART	not
been	AUX	be
,	PUNCT	,
this	DET	this
story	NOUN	story
never	ADV	never
would	AUX	would
have	AUX	have
been	AUX	be
written	VERB	write
.	PUNCT	.
Jason	PROPN	Jason
is	AUX	be
twenty	NUM	twenty
-	PUNCT	-
three	NUM	three
and	CCONJ	and
scandalously	ADV	scandalously
good	ADJ	good
looking	ADJ	looking
—	PUNCT	—
too	ADV	too
good	ADV	good
looking	ADJ	looking
to	PART	to
be	AUX	be
a	DET	a
bug	NOUN	bug
of	ADP	of
any	DET	any
sort	NOUN	sort
.	PUNCT	.
As	ADP	as
a	DET	a
matter	NOUN	matter
of	ADP	of
fact	NOUN	fact
,	PUNCT	,
he	PRON	he
does	AUX	do
not	PART	not
seem	VERB	seem
buggish	ADJ	buggish
at	ADV	at
all	ADV	all
—	PUNCT	—
just	ADV	just
a	DET	a
normal	ADJ	normal
,	PUNCT	,
sane	ADJ	sane
,	PUNCT	,
young	ADJ	young
American	PROPN	American
,	PUNCT	,
who	PRON	who
knows	VERB	know
a	DET	a
great	ADJ	great
deal	NOUN	deal
about	ADP	about
many	ADJ	many
things	NOUN	thing
in	ADP	in
addition	NOUN	addition
to	ADP	to
radio	NOUN	radio
;	PUNCT	;
aeronautics	NOUN	aeronautics
,	PUNCT	,
for	ADP	for
example	NOUN	example
,	PUNCT	,
and	CCONJ	and
golf	NOUN	golf
,	PUNCT	,
and	CCONJ	and
tennis	NOUN	tennis
,	PUNCT	,
and	CCONJ	and
polo	NOUN	polo
.	PUNCT	.
But	CCONJ	but
this	DET	this
is	AUX	be
not	PART	not
Jason	PROPN	Jason
's	PART	's
story	NOUN	story
—	PUNCT	—
he	PRON	he
is	AUX	be
only	ADV	only
an	DET	an
incident	NOUN	incident
—	PUNCT	—
an	DET	an
important	ADJ	important
incident	NOUN	incident
in	ADP	in
my	PRON	my
life	NOUN	life
that	PRON	that
made	VERB	make
this	DET	this
story	NOUN	story
possible	ADJ	possible
,	PUNCT	,
and	CCONJ	and
so	CCONJ	so
,	PUNCT	,
with	ADP	with
a	DET	a
few	ADJ	few
more	ADJ	more
words	NOUN	word
of	ADP	of
explanation	NOUN	explanation
,	PUNCT	,
we	PRON	we
shall	AUX	shall
leave	VERB	leave
Jason	PROPN	Jason
to	ADP	to
his	PRON	his
tubes	NOUN	tube
and	CCONJ	and
waves	NOUN	wave
and	CCONJ	and
amplifiers	NOUN	amplifier
,	PUNCT	,
concerning	ADP	concerning
which	DET	which
he	PRON	he
knows	VERB	know
everything	PRON	everything
and	CCONJ	and
I	PRON	I
nothing	PRON	nothing
.	PUNCT	.
Jason	PROPN	Jason
is	AUX	be
an	DET	an
orphan	NOUN	orphan
with	ADP	with
an	DET	an
income	NOUN	income
,	PUNCT	,
and	CCONJ	and
after	ADP	after
he	PRON	he
graduated	VERB	graduate
from	ADP	from
Stanford	PROPN	Stanford
,	PUNCT	,
he	PRON	he
came	VERB	come
down	ADV	down
and	CCONJ	and
bought	VERB	buy
a	DET	a
couple	NOUN	couple
of	ADP	of
acres	NOUN	acre
at	ADP	at
Tarzana	PROPN	Tarzana
,	PUNCT	,
and	CCONJ	and
that	DET	that
is	AUX	be
how	SCONJ	how
and	CCONJ	and
when	SCONJ	when
I	PRON	I
met	VERB	meet
him	PRON	he
.	PUNCT	.
While	SCONJ	while
he	PRON	he
was	AUX	be
building	VERB	build
he	PRON	he
made	VERB	make
my	PRON	my
office	NOUN	office
his	PRON	his
headquarters	NOUN	headquarters
and	CCONJ	and
was	AUX	be
often	ADV	often
in	ADP	in
my	PRON	my
study	NOUN	study
and	CCONJ	and
afterward	ADV	afterward
I	PRON	I
returned	VERB	return
the	DET	the
compliment	NOUN	compliment
by	ADP	by
visiting	VERB	visit
him	PRON	he
in	ADP	in
his	PRON	his
new	ADJ	new
“	PUNCT	""""
lab	NOUN	lab
,	PUNCT	,
”	PUNCT	""""
as	ADP	as
he	PRON	he
calls	VERB	call
it	PRON	it
—	PUNCT	—
a	DET	a
quite	ADV	quite
large	ADJ	large
room	NOUN	room
at	ADP	at
the	DET	the
rear	NOUN	rear
of	ADP	of
his	PRON	his
home	NOUN	home
,	PUNCT	,
a	DET	a
quiet	ADJ	quiet
,	PUNCT	,
restful	ADJ	restful
room	NOUN	room
in	ADP	in
a	DET	a
quiet	ADJ	quiet
,	PUNCT	,
restful	ADJ	restful
house	NOUN	house
of	ADP	of
the	DET	the
Spanish	ADJ	spanish
-	PUNCT	-
American	ADJ	american
farm	NOUN	farm
type	NOUN	type
—	PUNCT	—
or	CCONJ	or
we	PRON	we
rode	VERB	ride
together	ADV	together
in	ADP	in
the	DET	the
Santa	PROPN	Santa
Monica	PROPN	Monica
Mountains	PROPN	Mountains
in	ADP	in
the	DET	the
cool	ADJ	cool
air	NOUN	air
of	ADP	of
early	ADJ	early
morning	NOUN	morning
.	PUNCT	.
Jason	PROPN	Jason
is	AUX	be
experimenting	VERB	experiment
with	ADP	with
some	DET	some
new	ADJ	new
principle	NOUN	principle
of	ADP	of
radio	NOUN	radio
concerning	VERB	concern
which	DET	which
the	DET	the
less	ADJ	less
I	PRON	I
say	VERB	say
the	DET	the
better	ADJ	well
it	PRON	it
will	AUX	will
be	AUX	be
for	ADP	for
my	PRON	my
reputation	NOUN	reputation
,	PUNCT	,
since	SCONJ	since
I	PRON	I
know	VERB	know
nothing	PRON	nothing
whatsoever	ADV	whatsoever
about	ADP	about
it	PRON	it
and	CCONJ	and
am	AUX	be
likely	ADJ	likely
never	ADV	never
to	PART	to
.	PUNCT	.
Perhaps	ADV	perhaps
I	PRON	I
am	AUX	be
too	ADV	too
old	ADJ	old
,	PUNCT	,
perhaps	ADV	perhaps
I	PRON	I
am	AUX	be
too	ADV	too
dumb	ADJ	dumb
,	PUNCT	,
perhaps	ADV	perhaps
I	PRON	I
am	AUX	be
just	ADV	just
not	PART	not
interested	ADJ	interested
—	PUNCT	—
I	PRON	I
prefer	VERB	prefer
to	PART	to
ascribe	VERB	ascribe
my	PRON	my
abysmal	ADJ	abysmal
and	CCONJ	and
persistent	ADJ	persistent
ignorance	NOUN	ignorance
of	ADP	of
all	DET	all
things	NOUN	thing
pertaining	VERB	pertain
to	ADP	to
radio	NOUN	radio
to	ADP	to
the	DET	the
last	ADJ	last
state	NOUN	state
;	PUNCT	;
that	DET	that
of	ADP	of
disinterestedness	NOUN	disinterestedness
;	PUNCT	;
it	PRON	it
salves	VERB	salve
my	PRON	my
pride	NOUN	pride
.	PUNCT	.
I	PRON	I
do	AUX	do
know	VERB	know
this	DET	this
,	PUNCT	,
however	ADV	however
,	PUNCT	,
because	SCONJ	because
Jason	PROPN	Jason
has	AUX	have
told	VERB	tell
me	PRON	I
,	PUNCT	,
that	SCONJ	that
the	DET	the
idea	NOUN	idea
he	PRON	he
is	AUX	be
playing	VERB	play
with	ADP	with
suggests	VERB	suggest
an	DET	an
entirely	ADV	entirely
new	ADJ	new
and	CCONJ	and
unsuspected	ADJ	unsuspected
—	PUNCT	—
well	INTJ	well
,	PUNCT	,
let	VERB	let
us	PRON	we
call	VERB	call
it	PRON	it
wave	VERB	wave
.	PUNCT	.
He	PRON	he
says	VERB	say
the	DET	the
idea	NOUN	idea
was	AUX	be
suggested	VERB	suggest
to	ADP	to
him	PRON	he
by	ADP	by
the	DET	the
vagaries	NOUN	vagary
of	ADP	of
static	NOUN	static
and	CCONJ	and
in	ADP	in
groping	VERB	grope
around	ADP	around
in	ADP	in
search	NOUN	search
of	ADP	of
some	DET	some
device	NOUN	device
to	PART	to
eliminate	VERB	eliminate
this	DET	this
he	PRON	he
discovered	VERB	discover
in	ADP	in
the	DET	the
ether	NOUN	ether
an	DET	an
undercurrent	NOUN	undercurrent
that	PRON	that
operated	VERB	operate
according	VERB	accord
to	ADP	to
no	DET	no
previously	ADV	previously
known	VERB	know
scientific	ADJ	scientific
laws	NOUN	law
.	PUNCT	.
At	ADP	at
his	PRON	his
Tarzana	PROPN	Tarzana
home	NOUN	home
he	PRON	he
has	AUX	have
erected	VERB	erect
a	DET	a
station	NOUN	station
and	CCONJ	and
a	DET	a
few	ADJ	few
miles	NOUN	mile
away	ADV	away
,	PUNCT	,
at	ADP	at
the	DET	the
back	NOUN	back
of	ADP	of
my	PRON	my
ranch	NOUN	ranch
,	PUNCT	,
another	DET	another
.	PUNCT	.
Between	ADP	between
these	DET	these
stations	NOUN	station
we	PRON	we
talk	VERB	talk
to	ADP	to
one	NOUN	one
another	DET	another
through	ADP	through
some	DET	some
strange	ADJ	strange
,	PUNCT	,
ethereal	ADJ	ethereal
medium	NOUN	medium
that	PRON	that
seems	VERB	seem
to	PART	to
pass	VERB	pass
through	ADP	through
all	DET	all
other	ADJ	other
waves	NOUN	wave
and	CCONJ	and
all	DET	all
other	ADJ	other
stations	NOUN	station
,	PUNCT	,
unsuspected	ADJ	unsuspected
and	CCONJ	and
entirely	ADV	entirely
harmless	ADJ	harmless
—	PUNCT	—
so	ADV	so
harmless	ADJ	harmless
is	AUX	be
it	PRON	it
that	SCONJ	that
it	PRON	it
has	AUX	have
not	PART	not
the	DET	the
slightest	ADJ	slight
effect	NOUN	effect
upon	SCONJ	upon
Jason	PROPN	Jason
's	PART	's
regular	ADJ	regular
set	NOUN	set
,	PUNCT	,
standing	VERB	stand
in	ADP	in
the	DET	the
same	ADJ	same
room	NOUN	room
and	CCONJ	and
receiving	VERB	receive
over	ADP	over
the	DET	the
same	ADJ	same
aerial	NOUN	aerial
.	PUNCT	.
But	CCONJ	but
this	DET	this
,	PUNCT	,
which	DET	which
is	AUX	be
not	PART	not
very	ADV	very
interesting	ADJ	interesting
to	ADP	to
any	DET	any
one	NUM	one
except	SCONJ	except
Jason	PROPN	Jason
,	PUNCT	,
is	AUX	be
all	DET	all
by	ADP	by
the	DET	the
way	NOUN	way
of	ADP	of
getting	VERB	get
to	ADP	to
the	DET	the
beginning	NOUN	beginning
of	ADP	of
the	DET	the
amazing	ADJ	amazing
narrative	NOUN	narrative
of	ADP	of
the	NOUN	the
adventures	NOUN	adventure
of	ADP	of
Tanar	PROPN	Tanar
of	ADP	of
Pellucidar	PROPN	Pellucidar
.	PUNCT	.
Jason	PROPN	Jason
and	CCONJ	and
I	PRON	I
were	AUX	be
sitting	VERB	sit
in	ADP	in
his	PRON	his
“	PUNCT	""""
lab	NOUN	lab
”	PUNCT	""""
one	NUM	one
evening	NOUN	evening
discussing	VERB	discuss
,	PUNCT	,
as	ADP	as
we	PRON	we
often	ADV	often
did	AUX	do
,	PUNCT	,
innumerable	ADJ	innumerable
subjects	NOUN	subject
,	PUNCT	,
from	ADP	from
“	PUNCT	""""
cabbages	NOUN	cabbage
to	ADP	to
kings	NOUN	king
,	PUNCT	,
”	PUNCT	""""
and	CCONJ	and
coming	VERB	come
back	NOUN	back
,	PUNCT	,
as	ADP	as
Jason	PROPN	Jason
usually	ADV	usually
did	AUX	do
,	PUNCT	,
to	ADP	to
the	DET	the
Gridley	PROPN	Gridley
wave	NOUN	wave
,	PUNCT	,
which	DET	which
is	AUX	be
what	PRON	what
we	PRON	we
have	AUX	have
named	VERB	name
it	PRON	it
.	PUNCT	.
Much	ADJ	much
of	ADP	of
the	DET	the
time	NOUN	time
Jason	PROPN	Jason
kept	VERB	keep
on	ADP	on
his	PRON	his
ear	NOUN	ear
phones	NOUN	phone
,	PUNCT	,
than	ADP	than
which	DET	which
there	PRON	there
is	AUX	be
no	DET	no
greater	ADJ	great
discourager	NOUN	discourager
of	ADP	of
conversation	NOUN	conversation
.	PUNCT	.
But	CCONJ	but
this	DET	this
does	AUX	do
not	PART	not
irk	VERB	irk
me	PRON	I
as	ADV	as
much	ADV	much
as	ADP	as
most	ADJ	most
of	ADP	of
the	DET	the
conversations	NOUN	conversation
one	NUM	one
has	AUX	have
to	PART	to
listen	VERB	listen
to	ADP	to
through	ADP	through
life	NOUN	life
.	PUNCT	.
I	PRON	I
like	VERB	like
long	NOUN	long
silences	NOUN	silence
and	CCONJ	and
my	PRON	my
own	ADJ	own
thoughts	NOUN	thought
.	PUNCT	.
Presently	ADV	presently
,	PUNCT	,
Jason	PROPN	Jason
removed	VERB	remove
the	DET	the
headpiece	NOUN	headpiece
.	PUNCT	.
“	PUNCT	""""
It	PRON	it
is	AUX	be
enough	ADJ	enough
to	PART	to
drive	VERB	drive
a	DET	a
fellow	NOUN	fellow
to	PART	to
drink	VERB	drink
!	PUNCT	!
”	PUNCT	""""
he	PRON	he
exclaimed	VERB	exclaim
.	PUNCT	.
“	PUNCT	""""
What	PRON	what
?	PUNCT	?
”	PUNCT	""""
I	PRON	I
asked	VERB	ask
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
am	AUX	be
getting	VERB	get
that	DET	that
same	ADJ	same
stuff	NOUN	stuff
again	ADV	again
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
can	AUX	can
hear	VERB	hear
voices	NOUN	voice
,	PUNCT	,
very	ADV	very
faintly	ADV	faintly
,	PUNCT	,
but	CCONJ	but
,	PUNCT	,
unmistakably	ADV	unmistakably
,	PUNCT	,
human	ADJ	human
voices	NOUN	voice
.	PUNCT	.
They	PRON	they
,	PUNCT	,
are	AUX	be
speaking	VERB	speak
a	DET	a
language	NOUN	language
unknown	ADJ	unknown
to	ADP	to
man	NOUN	man
.	PUNCT	.
It	PRON	it
is	AUX	be
maddening	ADJ	maddening
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Mars	PROPN	Mars
,	PUNCT	,
perhaps	ADV	perhaps
,	PUNCT	,
”	PUNCT	""""
I	PRON	I
suggested	VERB	suggest
,	PUNCT	,
“	PUNCT	""""
or	CCONJ	or
Venus	PROPN	Venus
.	PUNCT	.
”	PUNCT	""""
He	PRON	he
knitted	VERB	knit
his	PRON	his
brows	NOUN	brow
and	CCONJ	and
then	ADV	then
suddenly	ADV	suddenly
smiled	VERB	smile
one	NUM	one
of	ADP	of
his	PRON	his
quick	ADJ	quick
smiles	NOUN	smile
.	PUNCT	.
“	PUNCT	""""
Or	CCONJ	or
Pellucidar	PROPN	Pellucidar
.	PUNCT	.
”	PUNCT	""""
I	PRON	I
shrugged	VERB	shrug
.	PUNCT	.
“	PUNCT	""""
Do	AUX	do
you	PRON	you
know	VERB	know
,	PUNCT	,
Admiral	PROPN	Admiral
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
said	VERB	say
(	PUNCT	(
he	PRON	he
calls	VERB	call
me	PRON	I
Admiral	PROPN	Admiral
because	SCONJ	because
of	ADP	of
a	DET	a
yachting	NOUN	yachting
cap	NOUN	cap
I	PRON	I
wear	VERB	wear
at	ADP	at
the	DET	the
beach	NOUN	beach
)	PUNCT	)
,	PUNCT	,
“	PUNCT	""""
that	SCONJ	that
when	SCONJ	when
I	PRON	I
was	AUX	be
a	DET	a
kid	NOUN	kid
I	PRON	I
used	VERB	use
to	PART	to
believe	VERB	believe
every	DET	every
word	NOUN	word
of	ADP	of
those	DET	those
crazy	ADJ	crazy
stories	NOUN	story
of	ADP	of
yours	PRON	yours
about	ADP	about
Mars	PROPN	Mars
and	CCONJ	and
Pellucidar	PROPN	Pellucidar
.	PUNCT	.
The	DET	the
inner	ADJ	inner
world	NOUN	world
at	ADP	at
the	DET	the
earth	NOUN	earth
's	PART	's
core	NOUN	core
was	AUX	be
as	ADV	as
real	ADJ	real
to	ADP	to
me	PRON	I
as	ADP	as
the	DET	the
High	PROPN	High
Sierras	PROPN	Sierras
,	PUNCT	,
the	DET	the
San	PROPN	San
Joaquin	PROPN	Joaquin
Valley	PROPN	Valley
,	PUNCT	,
or	CCONJ	or
the	DET	the
Golden	PROPN	Golden
Gate	PROPN	Gate
,	PUNCT	,
and	CCONJ	and
I	PRON	I
felt	VERB	feel
that	SCONJ	that
I	PRON	I
knew	VERB	know
the	DET	the
twin	ADJ	twin
cities	NOUN	city
of	ADP	of
Helium	PROPN	Helium
better	ADV	well
than	ADP	than
I	PRON	I
did	AUX	do
Los	PROPN	Los
Angeles	PROPN	Angeles
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
saw	VERB	see
nothing	PRON	nothing
improbable	ADJ	improbable
at	ADV	at
all	ADV	all
in	ADP	in
that	DET	that
trip	NOUN	trip
of	ADP	of
David	PROPN	David
Innes	PROPN	Innes
and	CCONJ	and
old	ADJ	old
man	NOUN	man
Perry	PROPN	Perry
through	ADP	through
the	DET	the
earth	NOUN	earth
's	PART	's
crust	NOUN	crust
to	ADP	to
Pellucidar	PROPN	Pellucidar
.	PUNCT	.
Yes	INTJ	yes
,	PUNCT	,
sir	NOUN	sir
,	PUNCT	,
that	DET	that
was	AUX	be
all	DET	all
gospel	NOUN	gospel
to	ADP	to
me	PRON	I
when	SCONJ	when
I	PRON	I
was	AUX	be
a	DET	a
kid	NOUN	kid
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
And	CCONJ	and
now	ADV	now
you	PRON	you
are	AUX	be
twenty	NUM	twenty
-	PUNCT	-
three	NUM	three
and	CCONJ	and
know	VERB	know
that	SCONJ	that
it	PRON	it
ca	AUX	can
n't	PART	not
be	AUX	be
true	ADJ	true
,	PUNCT	,
”	PUNCT	""""
I	PRON	I
said	VERB	say
,	PUNCT	,
with	ADP	with
a	DET	a
smile	NOUN	smile
.	PUNCT	.
“	PUNCT	""""
You	PRON	you
are	AUX	be
trying	VERB	try
to	PART	to
tell	VERB	tell
me	PRON	I
it	PRON	it
is	AUX	be
true	ADJ	true
,	PUNCT	,
are	AUX	be
you	PRON	you
?	PUNCT	?
”	PUNCT	""""
he	PRON	he
demanded	VERB	demand
,	PUNCT	,
laughing	VERB	laugh
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
never	ADV	never
have	AUX	have
told	VERB	tell
any	DET	any
one	NOUN	one
that	SCONJ	that
it	PRON	it
is	AUX	be
true	ADJ	true
,	PUNCT	,
”	PUNCT	""""
I	PRON	I
replied	VERB	reply
;	PUNCT	;
“	PUNCT	""""
I	PRON	I
let	VERB	let
people	NOUN	people
think	VERB	think
what	PRON	what
they	PRON	they
think	VERB	think
,	PUNCT	,
but	CCONJ	but
I	PRON	I
reserve	VERB	reserve
the	DET	the
right	NOUN	right
to	PART	to
do	AUX	do
likewise	ADV	likewise
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Why	SCONJ	why
,	PUNCT	,
you	PRON	you
know	VERB	know
perfectly	ADV	perfectly
well	ADV	well
that	SCONJ	that
it	PRON	it
would	AUX	would
be	AUX	be
impossible	ADJ	impossible
for	ADP	for
that	DET	that
iron	NOUN	iron
mole	NOUN	mole
of	ADP	of
Perry	PROPN	Perry
's	PART	's
to	PART	to
have	AUX	have
penetrated	VERB	penetrate
five	NUM	five
hundred	NUM	hundred
miles	NOUN	mile
of	ADP	of
the	DET	the
earth	NOUN	earth
's	PART	's
crust	NOUN	crust
,	PUNCT	,
you	PRON	you
know	VERB	know
there	PRON	there
is	AUX	be
no	DET	no
inner	ADJ	inner
world	NOUN	world
peopled	VERB	people
by	ADP	by
strange	ADJ	strange
reptiles	NOUN	reptile
and	CCONJ	and
men	NOUN	man
of	ADP	of
the	DET	the
stone	NOUN	stone
age	NOUN	age
,	PUNCT	,
you	PRON	you
know	VERB	know
there	PRON	there
is	AUX	be
no	DET	no
Emperor	PROPN	Emperor
of	ADP	of
Pellucidar	PROPN	Pellucidar
.	PUNCT	.
”	PUNCT	""""
Jason	PROPN	Jason
was	AUX	be
becoming	VERB	become
excited	ADJ	excited
,	PUNCT	,
but	CCONJ	but
his	PRON	his
sense	NOUN	sense
of	ADP	of
humor	NOUN	humor
came	VERB	come
to	ADP	to
our	PRON	our
rescue	NOUN	rescue
and	CCONJ	and
he	PRON	he
laughed	VERB	laugh
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
like	VERB	like
to	PART	to
believe	VERB	believe
that	SCONJ	that
there	PRON	there
is	AUX	be
a	DET	a
Dian	PROPN	Dian
the	DET	the
Beautiful	PROPN	Beautiful
,	PUNCT	,
”	PUNCT	""""
I	PRON	I
said	VERB	say
.	PUNCT	.
“	PUNCT	""""
Yes	INTJ	yes
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
agreed	VERB	agree
,	PUNCT	,
“	PUNCT	""""
but	CCONJ	but
I	PRON	I
am	AUX	be
sorry	ADJ	sorry
you	PRON	you
killed	VERB	kill
off	ADP	off
Hooja	PROPN	Hooja
the	DET	the
Sly	PROPN	Sly
One	PROPN	One
.	PUNCT	.
He	PRON	he
was	AUX	be
a	DET	a
corking	VERB	cork
villain	NOUN	villain
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
There	PRON	there
are	AUX	be
always	ADV	always
plenty	NOUN	plenty
of	ADP	of
villains	NOUN	villain
,	PUNCT	,
”	PUNCT	""""
I	PRON	I
reminded	VERB	remind
him	PRON	he
.	PUNCT	.
“	PUNCT	""""
They	PRON	they
help	VERB	help
the	DET	the
girls	NOUN	girl
to	PART	to
keep	VERB	keep
their	PRON	their
‘	PUNCT	'
figgers	NOUN	figger
'	PUNCT	'
and	CCONJ	and
their	PRON	their
school	NOUN	school
girl	NOUN	girl
complexions	NOUN	complexion
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
“	PUNCT	""""
How	SCONJ	how
?	PUNCT	?
”	PUNCT	""""
I	PRON	I
asked	VERB	ask
.	PUNCT	.
“	PUNCT	""""
The	DET	the
exercise	NOUN	exercise
they	PRON	they
get	VERB	get
from	ADP	from
being	AUX	be
pursued	VERB	pursue
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
You	PRON	you
are	AUX	be
making	VERB	make
fun	NOUN	fun
of	ADP	of
me	PRON	I
,	PUNCT	,
”	PUNCT	""""
I	PRON	I
reproached	VERB	reproach
him	PRON	he
,	PUNCT	,
“	PUNCT	""""
but	CCONJ	but
remember	VERB	remember
,	PUNCT	,
please	INTJ	please
,	PUNCT	,
that	SCONJ	that
I	PRON	I
am	AUX	be
but	CCONJ	but
a	DET	a
simple	ADJ	simple
historian	NOUN	historian
.	PUNCT	.
If	SCONJ	if
damsels	NOUN	damsel
flee	VERB	flee
and	CCONJ	and
villains	NOUN	villain
pursue	VERB	pursue
I	PRON	I
must	AUX	must
truthfully	ADV	truthfully
record	VERB	record
the	DET	the
fact	NOUN	fact
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Baloney	NOUN	baloney
!	PUNCT	!
”	PUNCT	""""
he	PRON	he
exclaimed	VERB	exclaim
in	ADP	in
the	DET	the
pure	ADJ	pure
university	NOUN	university
English	PROPN	English
of	ADP	of
America	PROPN	America
.	PUNCT	.
Jason	PROPN	Jason
replaced	VERB	replace
his	PRON	his
headpiece	NOUN	headpiece
and	CCONJ	and
I	PRON	I
returned	VERB	return
to	ADP	to
the	DET	the
perusal	NOUN	perusal
of	ADP	of
the	DET	the
narrative	NOUN	narrative
of	ADP	of
an	DET	an
ancient	ADJ	ancient
liar	NOUN	liar
,	PUNCT	,
who	PRON	who
should	AUX	should
have	AUX	have
made	VERB	make
a	DET	a
fortune	NOUN	fortune
out	ADP	out
of	ADP	of
the	NOUN	the
credulity	NOUN	credulity
of	ADP	of
book	NOUN	book
readers	NOUN	reader
,	PUNCT	,
but	CCONJ	but
seems	VERB	seem
not	PART	not
to	PART	to
have	AUX	have
.	PUNCT	.
Thus	ADV	thus
